transaction_id,date,customer_id,merchant,category,amount,payment_mode
TXN00688,2026-05-05,CUST019,"Lopez, Ryan and Lee",groceries,567.16,net banking
TXN00689,2026-01-12,CUST040,Wells-Zamora,dining,552.38,UPI
TXN00690,2026-03-27,CUST049,Davis-Ruiz,travel,836.91,UPI
TXN00691,2025-11-01,CUST011,Cook-Perry,dining,58.29,credit card
TXN00692,2025-08-03,CUST045,Moore LLC,groceries,436.58,debit card
TXN00693,2026-03-21,CUST046,Smith-Russell,utilities,802.65,debit card
TXN00694,2025-08-12,CUST043,Nguyen-Underwood,dining,557.37,debit card
TXN00695,2025-10-10,CUST003,Benitez PLC,utilities,455.12,debit card
TXN00696,2026-04-04,CUST035,"Singh, Mullins and Coleman",travel,321.28,credit card
TXN00697,2025-12-30,CUST035,Brown-White,entertainment,372.81,credit card
TXN00698,2026-01-04,CUST044,Butler-Mosley,utilities,507.72,debit card
TXN00699,2025-12-28,CUST046,"Rogers, Garza and Spencer",utilities,780.17,debit card
TXN00700,2025-07-26,CUST009,Medina and Sons,entertainment,209.5,net banking
TXN00701,2026-01-20,CUST025,"Pierce, Davenport and Smith",shopping,303.31,UPI
TXN00702,2026-01-01,CUST042,"Contreras, Mcdaniel and Clark",travel,455.76,debit card
TXN00703,2025-12-21,CUST050,Malone-Taylor,entertainment,498.3,debit card
TXN00704,2025-07-06,CUST026,Perez-Taylor,utilities,860.03,credit card
TXN00705,2025-08-29,CUST001,Anderson Ltd,travel,761.54,debit card
TXN00706,2025-11-28,CUST005,"Davis, Rosario and Edwards",entertainment,340.54,credit card
TXN00707,2025-08-12,CUST046,"Pearson, Delgado and Cochran",shopping,500.37,debit card
TXN00708,2026-05-08,CUST048,Garcia-Ray,travel,722.58,credit card
TXN00709,2026-01-01,CUST036,"Manning, Walker and Collins",dining,681.43,net banking
TXN00710,2026-01-20,CUST032,"Elliott, Dickerson and Choi",utilities,848.01,credit card
TXN00711,2026-06-05,CUST044,Ward Group,travel,769.15,credit card
TXN00712,2025-07-25,CUST011,Garza-Ramsey,entertainment,564.07,UPI
TXN00713,2025-11-26,CUST015,Vincent-Gonzalez,shopping,901.75,net banking
TXN00714,2026-01-04,CUST013,Blair LLC,entertainment,640.75,UPI
TXN00715,2026-04-13,CUST019,Moore PLC,dining,11.9,debit card
TXN00716,2025-11-27,CUST020,"Middleton, Griffith and Flores",utilities,202.2,debit card
TXN00717,2026-01-26,CUST010,Gonzalez-Boone,groceries,526.37,credit card
TXN00718,2025-12-16,CUST009,Allen-Bell,groceries,49.61,credit card
TXN00719,2026-05-14,CUST016,Mcintyre Inc,shopping,111.05,net banking
TXN00720,2026-03-13,CUST050,Wilcox PLC,dining,212.83,net banking
TXN00721,2026-06-08,CUST010,Jones-Wolfe,entertainment,221.36,debit card
TXN00722,2025-09-13,CUST026,"Bush, Sims and Adams",travel,611.19,credit card
TXN00723,2026-05-23,CUST004,"Galloway, Allen and Smith",groceries,517.41,UPI
TXN00724,2026-03-29,CUST017,Small-Cain,utilities,682.84,debit card
TXN00725,2025-12-28,CUST007,"Dawson, Garcia and Gonzales",groceries,603.04,debit card
TXN00726,2025-12-27,CUST034,Rogers-Shannon,dining,809.46,UPI
TXN00727,2025-06-19,CUST045,"Reed, Calderon and Evans",entertainment,589.75,UPI
TXN00728,2025-09-10,CUST005,"Villarreal, Hogan and Roach",utilities,553.01,net banking
TXN00729,2025-10-28,CUST022,"Kelly, Cherry and Andrews",groceries,833.78,UPI
TXN00730,2025-06-30,CUST013,Ellis and Sons,entertainment,413.96,credit card
TXN00731,2026-04-15,CUST047,White Inc,dining,759.26,credit card
TXN00732,2025-08-01,CUST027,"Hunt, Randolph and Smith",dining,438.33,UPI
TXN00733,2026-01-10,CUST007,Mclaughlin LLC,travel,112.2,debit card
TXN00734,2025-09-25,CUST048,Campbell-Ryan,travel,772.94,net banking
TXN00735,2025-06-25,CUST001,Johnson Inc,shopping,534.93,UPI
TXN00736,2025-08-07,CUST028,"Cunningham, Obrien and Moody",entertainment,552.93,debit card
TXN00737,2026-04-23,CUST021,"Smith, Smith and Ortiz",groceries,712.61,net banking
TXN00738,2025-08-05,CUST041,Lawrence PLC,groceries,629.31,net banking
TXN00739,2026-03-16,CUST002,"Thomas, Dominguez and Mendoza",travel,268.2,net banking
TXN00740,2026-03-09,CUST033,Grant-Villa,entertainment,452.98,net banking
TXN00741,2025-11-05,CUST042,"Carpenter, Martin and Wise",utilities,867.34,UPI
TXN00742,2026-05-06,CUST014,"Brown, Willis and Morgan",groceries,896.79,UPI
TXN00743,2025-09-23,CUST031,Johnson-Nolan,dining,978.27,debit card
TXN00744,2025-06-19,CUST010,"Davis, Levine and Johnson",dining,53.07,UPI
TXN00745,2025-08-25,CUST024,"Burton, Jordan and Espinoza",entertainment,952.12,debit card
TXN00746,2026-05-01,CUST005,Wilkinson Inc,entertainment,664.54,UPI
TXN00747,2025-08-14,CUST038,Cowan LLC,groceries,137.09,UPI
TXN00748,2026-02-22,CUST002,Johnston Inc,groceries,875.97,net banking
TXN00749,2026-02-11,CUST021,"Short, Kennedy and Vazquez",travel,876.74,UPI
TXN00750,2026-01-14,CUST022,"Floyd, Gonzales and Olsen",shopping,461.12,credit card
TXN00751,2026-02-19,CUST023,"Cochran, Daniel and Mccarthy",groceries,809.89,debit card
TXN00752,2026-06-09,CUST034,"Carter, Greene and Donaldson",travel,112.09,UPI
TXN00753,2026-03-23,CUST002,Hansen Ltd,dining,767.92,UPI
TXN00754,2025-07-31,CUST004,Cowan and Sons,groceries,811.38,debit card
TXN00755,2026-02-18,CUST028,Ramirez and Sons,shopping,141.67,debit card
TXN00756,2025-09-27,CUST001,Clark and Sons,utilities,853.52,credit card
TXN00757,2026-01-17,CUST037,"Burns, Butler and Rivers",dining,153.68,UPI
TXN00758,2025-07-15,CUST025,Williams and Sons,dining,290.03,debit card
TXN00759,2025-10-21,CUST033,Kelley LLC,dining,308.78,debit card
TXN00760,2025-10-17,CUST032,"Shelton, Smith and Robinson",utilities,789.4,net banking
TXN00761,2026-05-15,CUST007,Moss-Watkins,travel,264.27,debit card
TXN00762,2026-05-13,CUST001,"Huang, Briggs and Mccann",shopping,63.41,debit card
TXN00763,2026-04-07,CUST001,Morales-Johnson,shopping,232.42,net banking
TXN00764,2025-10-05,CUST028,Clark and Sons,groceries,122.72,debit card
TXN00765,2025-10-31,CUST009,Schultz Ltd,entertainment,344.83,credit card
TXN00766,2025-06-20,CUST016,Pineda-Green,entertainment,114.32,UPI
TXN00767,2026-02-24,CUST038,Mcdonald-Chang,groceries,764.24,debit card
TXN00768,2025-08-09,CUST020,Smith-Henry,entertainment,834.15,UPI
TXN00769,2026-02-11,CUST044,"Ramirez, Holt and Mclaughlin",entertainment,666.06,debit card
TXN00770,2025-06-17,CUST023,Moran-Phillips,dining,621.73,net banking
TXN00771,2025-08-24,CUST003,Gallegos-Jacobson,dining,874.52,UPI
TXN00772,2025-12-29,CUST028,"Woods, Oneal and Foster",groceries,273.04,UPI
TXN00773,2025-11-20,CUST043,Morgan Group,groceries,437.59,debit card
TXN00774,2026-02-16,CUST007,"Carter, Sanders and Anderson",shopping,309.58,debit card
TXN00775,2025-06-27,CUST026,Young LLC,travel,829.84,debit card
TXN00776,2026-04-01,CUST023,Larson LLC,entertainment,811.34,UPI
TXN00777,2025-08-16,CUST024,"Osborn, Vang and Smith",shopping,501.89,net banking
TXN00778,2025-07-18,CUST010,Walker Inc,groceries,331.26,net banking
TXN00779,2025-10-19,CUST046,Williamson-Morgan,entertainment,983.52,UPI
TXN00780,2025-08-09,CUST011,Mcgee-Solomon,utilities,866.41,net banking
TXN00781,2026-06-03,CUST004,Morgan-Lopez,shopping,931.89,credit card
TXN00782,2026-03-25,CUST015,Logan-Scott,shopping,773.45,net banking
TXN00783,2026-05-27,CUST015,Miles PLC,travel,118.24,net banking
TXN00784,2026-04-24,CUST038,Macdonald and Sons,shopping,758.62,credit card
TXN00785,2026-03-25,CUST022,"Watson, Vang and Medina",groceries,870.66,debit card
TXN00786,2025-09-14,CUST033,Stanton-Todd,utilities,134.87,UPI
TXN00787,2026-01-09,CUST023,Washington-Turner,groceries,499.89,UPI
TXN00788,2026-01-30,CUST013,Ellis-Stephenson,dining,370.6,UPI
TXN00789,2026-02-28,CUST008,Reed-Carter,travel,829.69,UPI
TXN00790,2025-07-18,CUST018,Cox and Sons,shopping,465.75,net banking
TXN00791,2025-09-20,CUST016,Santiago Inc,utilities,442.87,net banking
TXN00792,2026-05-19,CUST032,Bray-Haley,shopping,220.68,credit card
TXN00793,2026-02-08,CUST008,Brown Group,dining,100.2,UPI
TXN00794,2026-03-31,CUST005,"Zavala, Brown and Flores",utilities,560.15,net banking
TXN00795,2025-11-29,CUST019,Wyatt Inc,shopping,429.46,net banking
TXN00796,2025-08-26,CUST022,Douglas-Newton,travel,134.22,credit card
TXN00797,2025-11-26,CUST019,"Garza, Matthews and Farmer",entertainment,955.1,UPI
TXN00798,2025-06-22,CUST006,Walker PLC,entertainment,597.35,debit card
TXN00799,2025-10-21,CUST035,Gregory-Gross,travel,616.81,credit card
TXN00800,2026-04-05,CUST004,Hudson-Nelson,dining,960.55,UPI
TXN00801,2025-06-25,CUST047,"Franco, Black and Sullivan",utilities,584.11,UPI
TXN00802,2025-09-02,CUST034,"Day, Holland and Jackson",utilities,821.23,credit card
TXN00803,2026-04-28,CUST035,"Thomas, Hensley and Moore",dining,155.58,debit card
TXN00804,2025-07-08,CUST041,Moran-Howard,travel,707.89,net banking
TXN00805,2025-07-27,CUST023,Villa Ltd,entertainment,324.33,debit card
TXN00806,2025-07-27,CUST004,Love-Bryan,utilities,23.86,net banking
TXN00807,2025-11-23,CUST033,"Torres, Conley and Wang",groceries,299.57,credit card
TXN00808,2026-05-31,CUST006,Johnson Inc,shopping,665.6,debit card
TXN00809,2026-04-26,CUST027,"Martin, Davidson and Matthews",dining,272.31,net banking
TXN00810,2025-08-22,CUST008,Johnson-Walker,shopping,126.74,debit card
TXN00811,2026-04-26,CUST020,Saunders-Collins,utilities,150.99,debit card
TXN00812,2025-11-09,CUST020,"Carpenter, Chapman and Johnson",dining,167.38,net banking
TXN00813,2025-11-23,CUST012,Harrington-Thomas,utilities,166.88,UPI
TXN00814,2025-11-24,CUST026,Lam-Thomas,dining,980.45,net banking
TXN00815,2025-08-26,CUST041,Nunez-Wright,shopping,386.63,debit card
TXN00816,2026-06-10,CUST008,White-Eaton,entertainment,801.27,net banking
TXN00817,2026-06-08,CUST015,"Jones, Randolph and Frazier",utilities,613.54,debit card
TXN00818,2026-01-08,CUST046,Hunt-Kline,utilities,92.91,debit card
TXN00819,2025-07-21,CUST050,Morgan-Nichols,utilities,275.03,credit card
TXN00820,2025-11-28,CUST004,Donovan LLC,travel,245.32,UPI
TXN00821,2025-11-12,CUST024,"Jensen, Ellis and Smith",shopping,563.7,UPI
TXN00822,2026-01-11,CUST048,Smith-Rivera,shopping,176.8,credit card
TXN00823,2025-07-28,CUST015,Webb LLC,utilities,97.85,net banking
TXN00824,2025-10-18,CUST033,"Kaufman, Allison and Hart",dining,497.46,credit card
TXN00825,2026-01-19,CUST012,Gomez-Gill,travel,164.81,credit card
TXN00826,2026-01-20,CUST037,Giles-Hoover,shopping,259.68,net banking
TXN00827,2025-10-24,CUST041,"Dunn, Hall and Green",groceries,250.39,credit card
TXN00828,2025-06-27,CUST010,Rodriguez-Marquez,travel,156.06,UPI
TXN00829,2025-09-20,CUST016,Cook Inc,entertainment,473.88,debit card
TXN00830,2025-08-25,CUST036,Reynolds and Sons,utilities,300.27,net banking
TXN00831,2025-12-28,CUST045,Williams-Hughes,utilities,379.14,credit card
TXN00832,2026-05-28,CUST004,Pham and Sons,shopping,509.95,debit card
TXN00833,2025-09-14,CUST022,Perry-Myers,entertainment,722.81,debit card
TXN00834,2025-07-05,CUST033,"Bullock, Robinson and Barron",dining,985.22,credit card
TXN00835,2025-10-06,CUST033,"Cox, Moore and Lewis",shopping,314.6,debit card
TXN00836,2025-10-20,CUST040,"Murphy, Gonzalez and Miller",entertainment,727.93,net banking
TXN00837,2025-08-05,CUST001,"Chen, White and Stone",groceries,725.02,debit card
TXN00838,2025-10-03,CUST049,"Burton, Summers and Ramsey",groceries,301.84,debit card
TXN00839,2026-06-15,CUST028,Miller Inc,shopping,426.56,credit card
TXN00840,2026-01-30,CUST028,"Thomas, Bradley and Kramer",groceries,956.67,credit card
TXN00841,2026-02-16,CUST010,Anderson-Jensen,utilities,609.56,UPI
TXN00842,2025-07-13,CUST018,Carpenter and Sons,shopping,24.4,credit card
TXN00843,2025-08-14,CUST015,Mahoney-Zamora,travel,99.87,debit card
TXN00844,2026-06-01,CUST020,Potter Group,travel,87.06,net banking
TXN00845,2025-12-24,CUST005,Turner-Acosta,utilities,456.23,debit card
TXN00846,2026-01-02,CUST049,Johnston-Carey,utilities,677.28,debit card
TXN00847,2025-07-20,CUST020,"Morris, Garcia and Greene",utilities,108.18,UPI
TXN00848,2025-11-24,CUST050,Bell and Sons,dining,516.0,UPI
TXN00849,2026-02-18,CUST043,Todd-Walter,entertainment,535.91,credit card
TXN00850,2026-03-07,CUST047,Hobbs PLC,groceries,167.3,net banking
TXN00851,2025-08-03,CUST043,Jenkins PLC,entertainment,47.01,credit card
TXN00852,2025-07-16,CUST034,Brooks-Perez,shopping,88.16,UPI
TXN00853,2026-04-17,CUST035,Hughes-Melendez,utilities,20.86,net banking
TXN00854,2025-12-03,CUST009,"Calderon, Dawson and Peterson",dining,338.98,UPI
TXN00855,2026-03-21,CUST017,Nguyen LLC,entertainment,539.4,debit card
TXN00856,2025-07-25,CUST047,"White, Snyder and James",travel,443.3,net banking
TXN00857,2026-04-05,CUST012,Bond and Sons,travel,828.89,debit card
TXN00858,2025-11-03,CUST011,"Perry, Robinson and Parker",utilities,684.71,net banking
TXN00859,2026-01-08,CUST038,Franklin LLC,utilities,106.33,credit card
TXN00860,2026-03-09,CUST043,Morgan PLC,utilities,687.26,credit card
TXN00861,2025-07-08,CUST047,Moore-Jones,dining,987.65,net banking
TXN00862,2026-03-17,CUST033,Carter-Tucker,shopping,292.18,debit card
TXN00863,2026-05-21,CUST038,Gonzalez-Conley,dining,245.23,debit card
TXN00864,2025-09-04,CUST035,Cooke-Dean,utilities,254.85,credit card
TXN00865,2025-11-30,CUST030,"Stewart, Norman and Brooks",entertainment,854.45,debit card
TXN00866,2026-02-02,CUST025,Rasmussen-Arnold,shopping,771.65,UPI
TXN00867,2025-11-01,CUST035,Bryant-Johnson,shopping,755.41,debit card
TXN00868,2025-06-24,CUST005,Trujillo Group,travel,915.61,credit card
TXN00869,2026-02-03,CUST034,"Small, Stark and Ford",shopping,592.2,debit card
TXN00870,2026-05-13,CUST002,Reyes Inc,shopping,404.11,credit card
TXN00871,2026-05-24,CUST042,Burns Group,shopping,245.26,debit card
TXN00872,2025-11-28,CUST031,Moore Group,travel,10.69,debit card
TXN00873,2026-02-14,CUST044,"Potter, Davis and Sharp",utilities,810.21,net banking
TXN00874,2025-07-23,CUST043,"Price, Moreno and Williams",entertainment,521.93,net banking
TXN00875,2025-07-21,CUST002,Rogers LLC,utilities,472.09,net banking
TXN00876,2025-10-07,CUST038,Wagner Inc,shopping,872.52,UPI
TXN00877,2026-03-20,CUST021,Lutz-Anderson,utilities,690.96,net banking
TXN00878,2025-10-15,CUST042,Casey Ltd,shopping,568.72,UPI
TXN00879,2025-08-02,CUST032,"Rodriguez, Day and Mendez",shopping,857.44,credit card
TXN00880,2025-12-27,CUST030,Bowers Ltd,dining,921.73,UPI
TXN00881,2026-02-23,CUST007,Smith and Sons,dining,321.86,UPI
TXN00882,2026-05-15,CUST009,Strong-Harris,dining,89.76,net banking
TXN00883,2026-05-11,CUST049,"Johnson, Jackson and Hernandez",utilities,193.36,credit card
TXN00884,2026-03-06,CUST008,Bailey-Sloan,utilities,665.12,debit card
TXN00885,2025-10-29,CUST042,"Perez, Collins and Miller",groceries,667.73,UPI
TXN00886,2025-09-11,CUST044,Powell Group,dining,605.65,net banking
TXN00887,2025-11-01,CUST016,Johnson Ltd,groceries,835.24,net banking
TXN00888,2025-08-07,CUST040,West-Reed,entertainment,826.8,credit card
TXN00889,2025-12-21,CUST046,Hunt-Lara,travel,289.15,debit card
TXN00890,2025-11-25,CUST017,Smith LLC,utilities,166.75,net banking
TXN00891,2026-05-21,CUST006,Gonzalez-Russo,dining,688.52,UPI
TXN00892,2025-11-02,CUST006,Adams-Davis,utilities,115.53,net banking
TXN00893,2026-01-20,CUST046,Sandoval-Byrd,shopping,399.45,net banking
TXN00894,2025-12-15,CUST032,Mullins Ltd,entertainment,795.57,UPI
TXN00895,2025-08-15,CUST022,"Johnson, Diaz and Hanson",travel,279.57,UPI
TXN00896,2026-01-11,CUST042,Moore Ltd,groceries,718.66,credit card
TXN00897,2025-06-22,CUST044,Robinson Inc,groceries,593.78,debit card
TXN00898,2025-08-16,CUST014,Hayes PLC,entertainment,456.78,UPI
TXN00899,2026-02-20,CUST044,"Glover, Johnson and Martinez",dining,454.75,credit card
TXN00900,2026-01-08,CUST043,Lopez-Morgan,entertainment,10.35,net banking
TXN00901,2025-12-15,CUST005,Perry-Smith,utilities,698.32,net banking
TXN00902,2026-02-02,CUST040,Brown-Webster,shopping,794.56,debit card
TXN00903,2025-11-25,CUST047,"Briggs, Hughes and Brooks",dining,824.13,net banking
TXN00904,2025-11-12,CUST015,"Brewer, Walker and White",travel,382.13,net banking
TXN00905,2026-04-18,CUST031,Lopez-Camacho,shopping,600.53,net banking
TXN00906,2026-03-16,CUST022,Hunter-Martin,shopping,880.36,credit card
TXN00907,2026-01-21,CUST039,"West, Diaz and Davis",groceries,116.98,net banking
TXN00908,2025-07-26,CUST042,"Hudson, Acosta and Brown",shopping,360.12,UPI
TXN00909,2026-03-13,CUST033,Simpson Ltd,groceries,157.29,UPI
TXN00910,2026-02-10,CUST024,Davis Inc,dining,744.14,UPI
TXN00911,2025-12-12,CUST029,Moore-Foster,shopping,403.26,debit card
TXN00912,2025-11-18,CUST042,"Johnson, Martin and Le",groceries,639.57,UPI
TXN00913,2025-09-15,CUST007,"Perkins, Cunningham and Brown",shopping,149.5,credit card
TXN00914,2025-11-24,CUST034,"Spencer, Santiago and Nichols",groceries,845.22,credit card
TXN00915,2025-10-24,CUST030,"Tate, Li and Hale",travel,240.31,net banking
TXN00916,2026-05-11,CUST039,Carlson PLC,shopping,387.59,debit card
TXN00917,2025-11-17,CUST040,"Johnson, Bartlett and Diaz",groceries,761.34,debit card
TXN00918,2025-10-07,CUST002,Gonzalez-Hall,groceries,931.88,UPI
TXN00919,2026-06-09,CUST029,Smith-Mann,dining,506.37,UPI
TXN00920,2025-11-12,CUST017,Oliver-Tapia,groceries,177.91,credit card
TXN00921,2025-07-20,CUST008,Neal LLC,utilities,758.08,net banking
TXN00922,2026-06-03,CUST041,"Oneal, Phillips and Espinoza",travel,728.8,net banking
TXN00923,2026-06-11,CUST036,Jones Inc,shopping,963.09,credit card
TXN00924,2025-09-19,CUST032,Roach LLC,groceries,101.81,UPI
TXN00925,2026-05-27,CUST019,Kelley-Trujillo,travel,174.55,debit card
TXN00926,2025-12-21,CUST010,Fischer Inc,utilities,55.73,debit card
TXN00927,2026-01-07,CUST019,Norton-Christian,shopping,182.86,UPI
TXN00928,2025-09-20,CUST043,"Vang, Murillo and James",travel,853.44,net banking
TXN00929,2026-04-24,CUST001,Schmidt-Li,travel,337.68,credit card
TXN00930,2025-08-05,CUST010,"Adams, Peterson and Kirk",entertainment,339.36,credit card
TXN00931,2025-12-20,CUST023,Smith PLC,travel,289.1,credit card
TXN00932,2025-07-25,CUST025,"Russell, Ramirez and Kane",entertainment,954.89,UPI
TXN00933,2026-06-03,CUST039,Norman and Sons,groceries,184.13,debit card
TXN00934,2025-07-25,CUST043,"Ward, Long and Sanchez",travel,347.75,UPI
TXN00935,2025-12-19,CUST027,Stephens PLC,dining,45.66,net banking
TXN00936,2025-08-04,CUST021,"Morse, Mitchell and Pace",utilities,869.53,UPI
TXN00937,2025-08-19,CUST049,"Harris, Young and Larson",groceries,437.42,UPI
TXN00938,2025-11-06,CUST029,Baldwin-Calhoun,entertainment,618.87,credit card
TXN00939,2026-01-08,CUST021,"Wagner, Gomez and Torres",groceries,870.22,debit card
TXN00940,2025-09-23,CUST036,Rowe Inc,travel,943.21,debit card
TXN00941,2025-08-13,CUST021,"Stephenson, Romero and Petty",travel,50.37,credit card
TXN00942,2026-02-28,CUST029,Smith-Barron,dining,133.52,debit card
TXN00943,2026-01-14,CUST038,Lopez-Smith,utilities,175.41,net banking
TXN00944,2026-04-20,CUST015,Gonzalez-Thompson,groceries,491.35,credit card
TXN00945,2025-08-11,CUST015,"Jackson, Cook and Glover",groceries,648.09,credit card
TXN00946,2026-04-04,CUST049,"Todd, Lawson and Middleton",utilities,202.36,debit card
TXN00947,2025-11-15,CUST002,"Shelton, Ramirez and Bennett",shopping,701.68,debit card
TXN00948,2025-10-21,CUST007,Reese Inc,travel,276.04,UPI
TXN00949,2025-10-28,CUST010,Velasquez-Cooke,travel,844.81,net banking
TXN00950,2026-04-15,CUST040,"Buchanan, Peters and King",dining,35.12,net banking
TXN00951,2026-05-01,CUST041,"Shelton, Martinez and Petty",entertainment,54.58,UPI
TXN00952,2026-05-19,CUST010,"Woods, Banks and Sanchez",entertainment,675.96,net banking
TXN00953,2026-05-08,CUST045,"Jordan, Gordon and Harrison",utilities,890.7,debit card
TXN00954,2025-08-01,CUST024,"Ingram, Martinez and Ballard",utilities,401.98,net banking
TXN00955,2025-12-29,CUST039,Clark-Stevenson,entertainment,714.41,debit card
TXN00956,2026-01-19,CUST039,Davis-Branch,utilities,980.86,debit card
TXN00957,2025-12-30,CUST032,Nelson Inc,shopping,421.97,debit card
TXN00958,2025-08-20,CUST011,Mcdaniel-Taylor,groceries,118.94,UPI
TXN00959,2026-03-13,CUST007,Phelps-Caldwell,utilities,789.6,credit card
TXN00960,2025-08-28,CUST045,Moody Inc,shopping,148.67,credit card
TXN00961,2025-12-10,CUST048,Lopez LLC,utilities,981.72,net banking
TXN00962,2026-06-15,CUST019,David-Gardner,dining,873.54,debit card
TXN00963,2025-11-11,CUST041,Miller-Chang,utilities,583.36,debit card
TXN00964,2025-12-15,CUST016,"Blake, Ramos and Cooper",travel,346.52,UPI
TXN00965,2026-06-02,CUST039,Cook-Campbell,entertainment,845.47,net banking
TXN00966,2025-07-02,CUST007,Lee PLC,travel,91.46,net banking
TXN00967,2025-11-07,CUST022,Crawford Inc,shopping,373.17,credit card
TXN00968,2026-01-21,CUST033,"Morris, Hooper and Zhang",utilities,710.2,debit card
TXN00969,2026-03-07,CUST022,Galloway Ltd,utilities,854.61,debit card
TXN00970,2026-01-09,CUST026,Hendrix LLC,utilities,590.46,debit card
TXN00971,2026-02-12,CUST028,"Joyce, Shaffer and Wells",entertainment,780.43,UPI
TXN00972,2026-02-05,CUST047,Estrada-Wong,travel,411.15,UPI
TXN00973,2025-06-19,CUST037,Davis-Young,dining,396.65,net banking
TXN00974,2026-01-07,CUST008,"Horn, Holmes and Mahoney",travel,691.81,debit card
TXN00975,2026-05-29,CUST040,Campbell-Thompson,utilities,340.17,credit card
TXN00976,2025-06-22,CUST004,Bell-Weiss,utilities,998.01,net banking
TXN00977,2026-02-09,CUST042,Melendez Ltd,dining,445.14,debit card
TXN00978,2025-08-08,CUST044,Anderson Inc,dining,156.26,UPI
TXN00979,2025-12-23,CUST014,"Hays, Wagner and Nelson",entertainment,265.21,net banking
TXN00980,2026-05-23,CUST005,Neal-Rodriguez,groceries,65.4,UPI
TXN00981,2025-12-01,CUST011,Beasley LLC,travel,620.53,debit card
TXN00982,2025-09-04,CUST037,"Pierce, Patton and Davis",dining,56.66,credit card
TXN00983,2025-10-29,CUST014,"Smith, Anderson and Sutton",utilities,755.31,credit card
TXN00984,2025-12-01,CUST031,Luna PLC,utilities,890.8,debit card
TXN00985,2026-03-28,CUST016,"Campos, Mays and Suarez",dining,569.14,net banking
TXN00986,2026-03-16,CUST012,Reese and Sons,dining,331.06,debit card
TXN00987,2026-01-04,CUST021,"Hunter, Johnston and Webster",entertainment,882.24,debit card
TXN00988,2025-11-07,CUST013,Brock LLC,utilities,794.55,debit card
TXN00989,2026-02-08,CUST023,Anderson-Taylor,groceries,766.51,credit card
TXN00990,2025-09-18,CUST009,Meyer-Henry,shopping,954.02,net banking
TXN00991,2026-02-24,CUST026,"Harvey, Clark and Butler",shopping,644.15,credit card
TXN00992,2026-05-18,CUST046,Garcia Ltd,dining,600.75,credit card
TXN00993,2025-11-29,CUST033,Ford-Williams,shopping,520.76,UPI
TXN00994,2025-07-26,CUST039,Mccarthy Inc,utilities,510.03,debit card
TXN00995,2025-10-01,CUST015,Potter Ltd,entertainment,745.65,net banking
TXN00996,2025-07-09,CUST045,"Berg, Fitzgerald and Carlson",dining,775.53,debit card
TXN00997,2026-05-15,CUST001,"Martin, Norris and Jones",utilities,424.8,net banking
TXN00998,2025-10-30,CUST017,Rivera-Lopez,dining,465.71,debit card
TXN00999,2025-10-05,CUST012,"Livingston, Santos and Ramirez",utilities,934.72,debit card
TXN01000,2026-05-23,CUST001,"Chavez, Bradford and Hudson",entertainment,985.95,debit card
TXN01001,2026-06-12,CUST021,Fox LLC,utilities,740.0,debit card
TXN01002,2025-08-05,CUST020,Garcia-Henry,travel,196.32,debit card
TXN01003,2026-03-06,CUST001,Hill-Johnston,entertainment,177.42,net banking
TXN01004,2025-10-02,CUST024,Ashley Group,travel,908.72,UPI
TXN01005,2026-06-11,CUST023,Goodman Inc,groceries,758.46,net banking
TXN01006,2026-05-09,CUST025,"Reyes, Norton and Peterson",entertainment,246.51,debit card
TXN01007,2026-06-01,CUST002,Yates LLC,entertainment,440.76,credit card
TXN01008,2026-04-29,CUST030,Clark-Thomas,groceries,870.38,net banking
TXN01009,2025-11-14,CUST042,Phillips Inc,dining,833.75,credit card
TXN01010,2025-11-22,CUST026,Carter-Mosley,groceries,44.92,credit card
TXN01011,2025-12-22,CUST005,"Mosley, Rush and Phelps",entertainment,766.37,UPI
TXN01012,2026-05-17,CUST016,"Davis, Huff and Wang",utilities,289.25,debit card
TXN01013,2025-06-25,CUST028,Clark-Webb,dining,720.53,debit card
TXN01014,2026-03-18,CUST035,Proctor and Sons,travel,912.87,UPI
TXN01015,2025-12-11,CUST015,Smith-Hendricks,travel,710.01,UPI
TXN01016,2026-03-22,CUST007,"Reid, Baker and Gilbert",groceries,147.04,debit card
TXN01017,2025-07-25,CUST003,Wang-Mcintyre,travel,657.54,net banking
TXN01018,2025-12-30,CUST017,Hardy-Pacheco,shopping,905.46,UPI
TXN01019,2026-04-19,CUST021,Sanders-Mayer,travel,960.47,debit card
TXN01020,2025-10-12,CUST001,"Johns, Reilly and Jones",dining,21.45,net banking
TXN01021,2026-05-09,CUST040,Young-Durham,utilities,827.35,UPI
TXN01022,2025-06-23,CUST030,Davis-Lopez,utilities,528.56,net banking
TXN01023,2026-05-31,CUST003,"Johnson, Blackburn and Garcia",groceries,231.26,debit card
TXN01024,2026-01-15,CUST034,Mcfarland Group,dining,202.16,net banking
TXN01025,2026-06-08,CUST010,"Gilbert, Fisher and Khan",groceries,811.47,UPI
TXN01026,2026-05-27,CUST044,"Hudson, Bradley and Miller",shopping,550.0,credit card
TXN01027,2025-06-18,CUST017,Lopez-Taylor,travel,216.15,net banking
TXN01028,2026-02-19,CUST003,Sutton PLC,travel,531.19,debit card
TXN01029,2025-08-23,CUST046,Hoffman Group,entertainment,614.8,debit card
TXN01030,2025-09-16,CUST049,"Andrews, Harris and Pearson",shopping,725.78,credit card
TXN01031,2026-03-22,CUST007,"Arellano, Kirk and Henry",utilities,488.68,net banking
